index,Team,Points Scored,Points Allowed,Win/Loss,FG%,3p FG%,Ft%,Rebounds,Offensive Rebounds,Assists,Steals,Blocks,Turnovers:,Fastbreak Points,Points in Paint,Fouls
656,Trail Blazers,112,113,L,52.9,27.3,76.2,51,12,19,7,6,14,12,66,23
657,Nuggets,113,112,W,46,46.7,73.1,48,13,28,11,3,12,11,44,21
658,Knicks,136,134,W,53.1,58.8,66.7,48,6,30,5,2,17,4,44,23
659,Bucks,134,136,L,48.9,42.9,77.4,59,10,28,11,4,17,15,54,25
660,Pistons,111,102,W,43.9,34.3,65,60,14,22,8,2,12,15,54,21
661,Warriors,102,111,L,45.9,23.1,85.7,51,8,23,6,5,15,17,48,22
662,Wizards,102,88,W,51.9,30.8,66.7,48,2,19,8,3,13,12,52,21
663,Nets,88,102,L,37,24.2,80,52,11,19,8,2,19,12,42,17
664,Cavaliers,95,106,L,38.6,22.7,88,53,11,14,6,0,12,11,34,23
665,Raptors,106,95,W,48.8,26.9,84,49,6,15,5,5,12,11,48,19
666,Rockets,121,105,W,50,39,70,56,6,23,8,7,14,16,46,21
667,Bulls,105,121,L,44.3,25,79.2,49,7,15,11,6,14,10,52,22
668,Timberwolves,109,118,L,45.1,32.1,81.3,48,9,19,6,2,16,3,50,18
669,Celtics,118,109,W,47.1,38.6,100,48,7,30,9,3,14,13,38,25
670,Kings,111,110,W,45.1,44.8,66.7,55,14,25,10,3,20,18,46,16
671,Pacers,110,111,L,52.4,41.7,77.8,46,6,32,11,5,25,10,58,26
672,Lakers,120,96,W,50,40.7,73.9,65,11,26,9,4,19,22,62,15
673,Suns,96,120,L,39.8,39.4,81.8,45,7,24,12,8,16,19,46,22
674,Hornets,109,119,L,42.9,27.8,75,50,11,25,9,6,11,9,56,19
675,Pelicans,119,109,W,51.2,34.4,83.3,55,9,30,6,5,18,11,60,25
676,Heat,102,100,W,39.6,41.9,70.8,55,14,20,8,8,13,5,42,16
677,Jazz,100,102,L,43.8,33.3,73.3,61,10,21,8,6,14,9,46,18
678,76ers,103,95,W,48.6,36.4,76.7,56,3,22,5,2,16,12,44,20
679,Grizzlies,95,103,L,41.8,39.3,78.3,40,3,19,7,7,15,10,34,24
680,Mavericks,114,110,W,44.2,34.8,84.6,67,17,20,6,5,16,19,62,21
681,Clippers,110,114,L,44.2,37.5,77.3,48,8,23,9,5,11,14,48,22
682,Spurs,131,118,W,60.2,73.3,90.9,35,5,29,5,4,12,17,36,15
683,Trail Blazers,118,131,L,52.3,41.4,100,41,9,25,6,5,17,8,38,21
684,Pistons,83,110,L,33,18.8,78.9,53,9,16,10,3,17,9,46,18
685,Thunder,110,83,W,50.6,28,85,59,6,23,10,8,17,10,56,24
686,Hawks,111,128,L,48.9,19.2,75,45,9,23,10,4,19,17,70,21
687,Warriors,128,111,W,58.5,54.2,86.4,44,6,33,10,8,20,16,46,24
688,Nets,97,99,L,39.4,25,56.3,57,17,17,5,2,8,9,50,20
689,Cavaliers,99,97,W,43.2,26.7,95,61,14,15,5,4,10,6,58,17
690,Knicks,107,110,L,41.1,35.3,75,65,19,20,4,5,16,5,38,14
691,Wizards,110,107,W,47.8,40.6,75,46,8,30,7,8,10,17,48,24
692,Raptors,103,106,L,46,26.8,100,46,7,28,11,5,17,6,38,21
693,Nuggets,106,103,W,44.9,39.3,62.5,59,15,32,9,2,20,12,46,14
694,Timberwolves,103,91,W,43.9,50,71.4,56,13,22,11,7,14,7,44,16
695,Rockets,91,103,L,43.2,28.2,84.2,43,7,24,9,6,20,16,40,27
696,Pelicans,126,129,L,53.3,38.2,68.2,42,10,32,10,5,7,19,64,24
697,Clippers,129,126,W,59,40,76.7,49,7,29,4,1,12,5,62,21
698,Pacers,96,90,W,46.1,27.3,83.3,52,6,22,10,6,18,11,42,13
699,Bulls,90,96,L,39.4,35.5,100,50,12,26,8,2,19,11,42,23
700,Heat,90,105,L,41.8,34.3,40,53,16,19,7,11,16,9,52,19
701,Magic,105,90,W,44.2,50,75,56,11,22,5,4,15,10,34,13
702,Mavericks,111,102,W,43.2,36.7,68.6,59,15,25,11,4,13,18,48,19
703,Trail Blazers,102,111,L,45.2,29.2,82.6,52,11,20,7,6,19,19,52,29
704,Suns,105,122,L,43.7,27.9,81,50,13,27,9,4,21,15,48,27
705,Kings,122,105,W,53.6,45.8,65.6,53,9,27,13,3,13,25,52,22
706,Jazz,139,105,W,60.7,60.6,85,48,5,38,12,5,18,13,52,20
707,Spurs,105,139,L,48.9,31.8,90.9,35,7,25,7,5,16,2,52,19
708,Cavaliers,105,129,L,43.8,34.4,69.6,48,12,17,7,2,10,13,44,19
709,Warriors,129,105,W,52.9,52.9,87.5,52,9,29,6,5,9,19,38,17
710,Magic,118,124,L,47.4,40.8,100,45,6,30,4,4,10,12,36,23
711,Nuggets,124,118,W,54.9,57.9,62.2,56,4,34,5,2,10,9,56,19
712,Hawks,117,131,L,44.6,31.6,74.2,52,8,28,13,4,17,31,54,27
713,Wizards,131,117,W,48.4,31.6,84.4,61,12,35,9,4,16,17,56,24
714,Nets,112,114,L,43,41.7,76.7,52,10,21,7,4,15,16,42,24
715,Thunder,114,112,W,43.4,34.2,57.7,71,17,28,8,6,13,21,54,23
716,Raptors,113,102,W,43,27.6,86.4,57,17,25,12,3,11,28,62,13
717,76ers,102,113,L,45.5,31.4,78.6,54,11,26,7,5,21,12,42,23
718,Grizzlies,96,86,W,43.5,25,62.5,57,11,18,9,6,16,19,50,27
719,Clippers,86,96,L,33.8,34.8,80,56,11,16,9,4,19,8,30,21
720,Bucks,115,92,W,46.3,34.1,83.3,53,4,25,13,4,16,29,48,21
721,Pistons,92,115,L,36.8,23.7,68.4,62,12,19,6,1,20,9,48,26
722,Timberwolves,121,104,W,53.9,50,65,62,10,34,6,11,15,13,52,15
723,Hornets,104,121,L,40.8,36.4,80,47,13,27,7,1,10,11,46,15
724,Pelicans,132,106,W,55.4,58.6,65,54,5,36,12,6,12,29,60,15
725,Mavericks,106,132,L,42.9,30.4,66.7,53,11,26,7,4,18,14,48,17
726,Lakers,121,113,W,47.7,35.9,69.7,54,6,21,6,3,12,20,42,18
727,Spurs,113,121,L,44.8,25.9,100,55,11,18,8,2,11,10,54,24
728,Celtics,128,100,W,53.3,34.2,85,54,7,32,8,6,9,26,58,24
729,Knicks,100,128,L,39.6,34.3,80,51,14,21,4,5,17,7,36,23
730,Trail Blazers,108,86,W,48.2,33.3,63,66,13,24,10,6,17,18,54,19
731,Suns,86,108,L,38.5,18.5,78.6,47,11,20,11,2,17,18,50,21
732,Jazz,118,91,W,50.6,25,74.1,59,12,26,16,4,12,16,70,24
733,Rockets,91,118,L,38.6,22.2,88.2,48,14,13,5,5,23,4,42,26
734,Hornets,113,107,W,38.4,37.1,89.5,60,13,20,8,9,10,7,36,20
735,Nuggets,107,113,L,38.6,22.9,80.8,64,20,24,6,12,9,14,52,28
736,Pistons,111,117,L,41.6,25,81.1,62,17,22,10,3,18,15,56,24
737,76ers,117,111,W,48.9,28.1,95.2,44,12,26,11,12,16,17,50,28
738,Magic,90,112,L,40.4,24.2,76.9,51,9,20,3,7,16,12,40,18
739,Pacers,112,90,W,47.3,34.6,83.3,57,11,26,8,8,10,15,54,17
740,Nets,106,105,W,43.9,31.4,69.2,66,16,22,8,2,20,16,50,28
741,Raptors,105,106,L,39.3,31.4,82.8,52,6,25,9,7,15,5,44,19
742,Cavaliers,110,129,L,53.1,38.5,73.7,43,7,20,4,0,18,5,42,17
743,Kings,129,110,W,57.1,44.8,57.1,45,10,31,6,5,9,12,72,18
744,Bulls,114,112,W,52.4,48,69.6,45,5,25,15,6,21,19,46,26
745,Thunder,112,114,L,45.7,35.7,66.7,60,14,25,12,6,22,22,56,22
746,Pelicans,103,107,L,45.2,24.1,83.3,49,10,25,5,5,18,16,58,25
747,Grizzlies,107,103,W,47,42.1,75,52,10,30,10,7,11,13,52,25
748,Spurs,133,120,W,50.5,41.9,84.8,56,9,27,4,7,10,5,48,18
749,Lakers,120,133,L,46,30.6,81,52,10,24,8,1,9,22,58,24
750,Suns,98,115,L,45.6,41.2,75,50,4,27,7,4,21,9,36,21
751,Heat,115,98,W,48.8,40.5,88.9,43,6,32,10,5,12,18,52,16
752,Bucks,95,105,L,39.1,17.9,69.6,63,15,18,10,3,19,14,56,21
753,Warriors,105,95,W,44.9,41.3,85.7,50,6,32,7,6,18,8,32,20
754,Mavericks,107,104,W,49.4,40,81.3,51,14,21,9,3,17,20,50,14
755,Rockets,104,107,L,45.3,31.9,84.6,43,10,20,5,3,12,10,42,19
756,Pacers,107,97,W,43.5,26.7,86.4,60,15,26,7,8,17,18,56,17
757,Kings,97,107,L,42.2,28.1,80,50,12,24,9,8,14,22,46,21
758,Hawks,106,98,W,43,35.7,68.8,62,9,33,9,11,18,24,48,23
759,Nuggets,98,106,L,37.1,25,81,61,11,28,11,4,15,10,46,16
760,Cavaliers,116,101,W,52.8,48.4,70,56,12,26,5,5,9,7,52,20
761,Wizards,101,116,L,44.2,36.8,68.8,42,8,26,3,3,8,12,34,12
762,Knicks,104,112,L,47,30.8,60,49,9,22,8,2,13,4,48,18
763,Nets,112,104,W,48.9,50,60,62,12,27,5,5,16,7,60,25
764,Bulls,77,133,L,38.3,25,64.3,45,8,16,3,2,17,8,40,17
765,Celtics,133,77,W,53.8,51.2,73.3,57,13,34,10,4,7,13,44,14
766,Grizzlies,88,111,L,40.5,20,77.8,43,9,17,13,7,15,13,48,19
767,Lakers,111,88,W,44.3,40,75,68,19,27,11,6,18,15,44,22
768,Trail Blazers,113,105,W,47,30.3,83.3,58,14,23,10,9,20,19,50,20
769,Timberwolves,105,113,L,44,43.8,81.8,46,10,25,12,7,12,7,38,23
770,Clippers,98,121,L,37.1,24.1,80.6,60,13,16,5,8,16,12,38,26
771,Heat,121,98,W,43.5,33.3,71.8,65,14,27,9,6,11,16,52,24
772,Pistons,108,116,L,43.9,31,54.2,58,17,28,8,5,10,5,60,22
773,Pelicans,116,108,W,53.2,40,87,48,8,27,5,8,18,4,54,19
774,Raptors,99,104,L,41.5,34.1,85.7,55,11,24,6,11,11,7,32,21
775,Bucks,104,99,W,41.4,38.5,85,55,9,22,6,7,13,12,38,13
776,Spurs,110,97,W,52.8,35.7,91.7,49,10,26,7,7,11,4,52,15
777,Jazz,97,110,L,43.5,31,73.7,47,9,23,8,4,16,13,38,15
778,Knicks,107,119,L,47.3,50,85.7,47,8,28,5,2,17,10,40,25
779,Hornets,119,107,W,48.3,35.3,85.2,52,6,19,11,4,12,12,54,17
780,Pacers,109,101,W,53.9,50,77.3,57,7,29,7,7,24,16,42,25
781,Wizards,101,109,L,42,33.3,70.8,41,6,22,13,3,12,23,42,22
782,76ers,116,102,W,44.3,40.5,65.7,58,16,27,9,5,14,16,46,19
783,Pistons,102,116,L,48.8,42.9,52.4,56,10,23,5,5,15,13,56,24
784,Celtics,113,100,W,48.9,30.8,68.4,57,14,23,8,5,15,15,38,21
785,Pelicans,100,113,L,44.8,30.8,73.7,48,6,28,11,1,13,9,50,19
786,Bulls,89,108,L,44.7,28.6,100,44,7,16,10,3,27,7,48,17
787,Kings,108,89,W,45.5,43.2,80,49,10,28,16,4,18,18,38,15
788,Bucks,108,92,W,43.8,41.7,81.8,65,12,22,4,4,14,15,50,24
789,Cavaliers,92,108,L,37.5,33.3,66.7,56,8,24,5,2,9,10,40,15
790,Thunder,122,113,W,50.6,38.1,71.8,52,12,25,12,2,18,20,62,26
791,Jazz,113,122,L,51.2,27.6,63.3,53,11,30,11,4,20,9,62,28
792,Mavericks,101,76,W,42.7,28.6,84,60,9,28,7,4,14,7,44,11
793,Magic,76,101,L,36,28.6,80,49,7,18,8,2,16,6,30,18
794,Nuggets,105,99,W,50.6,32.1,78.3,45,11,22,11,6,14,9,54,17
795,Grizzlies,99,105,L,50,33.3,94.1,36,6,22,7,4,14,4,48,19
796,Suns,119,123,L,50,36,80,45,10,31,14,8,15,17,62,29
797,Clippers,123,119,W,52.9,33.3,78.8,53,10,27,8,4,18,11,56,21
798,Warriors,116,108,W,41.9,44.2,90.5,57,14,25,6,5,17,13,22,26
799,Timberwolves,108,116,L,45.8,28,80.6,50,9,28,5,6,16,13,54,18
800,Lakers,108,105,W,45.6,43.8,60,52,12,24,9,7,12,14,50,10
801,Heat,105,108,L,44.7,32.4,76.9,60,14,29,9,7,17,9,54,19
802,Rockets,111,104,W,49.4,31,66.7,50,12,22,9,5,7,22,64,21
803,Trail Blazers,104,111,L,43.7,40,85.7,54,13,20,1,4,14,8,46,17
804,Spurs,111,86,W,49.4,61.9,84.2,50,8,28,7,2,15,20,38,15
805,Suns,86,111,L,40.2,28.6,85.7,46,8,19,7,5,17,14,36,22
806,Clippers,99,123,L,44.2,28,84.2,51,12,25,2,5,16,4,44,16
807,Raptors,123,99,W,52.1,48.3,75,49,10,34,8,6,9,28,54,22
808,Hornets,108,107,W,41.2,32.1,78.4,54,6,21,7,5,7,4,46,17
809,Pistons,107,108,L,46.5,38.2,66.7,57,10,23,4,10,14,21,46,26
810,Cavaliers,113,106,W,47.3,29.4,81,56,12,19,7,4,13,6,48,18
811,Knicks,106,113,L,43.6,40.7,92.9,50,9,21,7,7,12,9,46,18
812,Pacers,113,97,W,47.3,40,75,62,14,31,7,4,16,15,38,13
813,Bucks,97,113,L,41.8,25.6,66.7,49,9,22,6,6,13,19,48,18
814,76ers,124,127,L,54.9,42.9,75,43,10,31,11,3,17,16,64,30
815,Nets,127,124,W,51.4,50,86,44,7,20,10,1,17,7,46,23
816,Wizards,125,130,L,50.5,36.4,72.4,50,8,25,7,4,15,19,60,27
817,Celtics,130,125,W,45.2,28.9,100,60,14,20,6,2,14,4,56,19
818,Grizzlies,92,83,W,41.5,33.3,66.7,57,9,19,9,10,13,13,40,22
819,Trail Blazers,83,92,L,36.8,27.3,81.3,57,4,15,11,9,14,16,28,19
820,Pelicans,118,114,W,46.4,22.2,80,63,17,29,14,3,18,13,74,27
821,Thunder,114,118,L,48.3,30.2,63,50,9,23,10,6,18,17,48,27
822,Mavericks,114,107,W,46.7,35.3,74.4,53,4,22,13,5,14,14,38,16
823,Hawks,107,114,L,46.2,33.3,71.4,52,16,21,7,2,21,23,56,30
824,Jazz,111,84,W,52.6,50,71.4,58,7,29,6,4,17,7,38,19
825,Heat,84,111,L,37.7,36.4,58.3,42,2,16,10,2,13,4,26,22
826,Kings,141,130,W,58.1,50,68.8,47,9,34,3,6,11,33,52,21
827,Timberwolves,130,141,L,53.8,40.9,77.8,48,12,30,4,4,11,15,70,24
828,Warriors,93,113,L,47.6,23.1,69.2,45,5,28,5,11,19,12,40,18
829,Raptors,113,93,W,48.4,32.1,84.2,52,10,27,12,3,11,25,58,17
830,Rockets,126,111,W,49.4,44.1,84.4,53,15,24,8,2,14,12,48,24
831,Lakers,111,126,L,53.8,31.3,55.6,44,7,23,9,5,13,15,54,21
832,Spurs,125,87,W,57.8,45.5,79.2,51,8,25,10,7,11,14,46,20
833,Clippers,87,125,L,35.7,32.3,70.8,50,13,21,4,1,17,2,34,18
834,Magic,97,91,W,41.5,33.3,78.3,54,9,23,8,6,16,11,36,16
835,Bulls,91,97,L,47.9,55.6,65,43,1,18,10,4,18,6,28,23
836,Suns,99,89,W,40.2,37,83.3,45,12,20,15,5,13,14,38,27
837,Mavericks,89,99,L,39.7,15.2,66.7,71,14,14,7,4,23,6,48,19
838,Celtics,129,108,W,48.4,48.7,90,56,13,28,15,9,22,18,42,21
839,Hawks,108,129,L,41.9,42.1,62.5,57,16,27,10,5,24,24,38,19
840,Hornets,124,126,L,47.1,41.7,80,57,9,38,7,5,16,13,48,23
841,Knicks,126,124,W,48,35.3,64.5,61,9,27,11,8,10,19,50,16
842,Nets,125,118,W,52.4,35.5,83.9,55,9,34,5,3,10,10,64,17
843,Wizards,118,125,L,54.4,37.9,56.3,38,4,30,3,3,9,0,60,24
844,Cavaliers,102,114,L,40.2,36.1,90.5,55,13,24,7,2,16,8,32,24
845,Bucks,114,102,W,42.6,29.3,78.6,59,14,26,9,6,11,13,48,17
846,76ers,101,113,L,40.9,25,74.1,58,17,17,5,5,16,16,46,21
847,Pacers,113,101,W,44.2,40,87.5,57,11,33,7,2,7,11,56,22
848,Grizzlies,97,100,L,42.2,27.6,76,44,10,21,9,5,8,16,50,18
849,Heat,100,97,W,43.9,38.5,72.2,61,14,30,3,8,17,1,42,20
850,Nuggets,109,98,W,50.6,32.4,93.3,53,12,29,8,6,20,6,52,24
851,Thunder,98,109,L,41.1,36.8,58.6,54,19,14,9,4,13,5,52,17
852,Trail Blazers,128,122,W,51.1,48.1,90.5,45,12,29,10,4,8,6,60,15
853,Raptors,122,128,L,55.1,58.1,85.7,41,6,20,4,4,17,22,40,21
854,Kings,125,130,L,46.9,34.1,80,48,7,33,6,3,13,31,48,28
855,Warriors,130,125,W,45.8,37.5,75,69,15,32,5,0,18,20,46,23
856,Magic,96,89,W,47.2,45.8,85,57,4,18,7,10,22,5,32,27
857,Jazz,89,96,L,31.5,24.1,92.9,47,11,17,13,4,10,7,34,19
858,Hornets,100,128,L,42.4,24.1,83.3,44,9,22,3,6,18,9,42,19
859,Lakers,128,100,W,53.3,41.2,66.7,63,10,34,12,6,16,25,66,20
860,Pistons,113,104,W,48.8,33.3,71.4,57,10,25,10,7,20,4,44,21
861,Celtics,104,113,L,41.5,27.3,73.9,55,12,19,11,4,14,8,48,25
862,Grizzlies,97,105,L,53.3,21.7,70.6,40,6,20,8,6,15,15,62,22
863,Rockets,105,97,W,47.9,35.1,88,41,6,23,5,2,14,10,38,22
864,Spurs,93,98,L,43.8,33.3,84.6,47,7,18,3,5,15,11,32,18
865,Bulls,98,93,W,43,20.7,85.7,50,8,16,12,8,9,13,42,20
866,Thunder,110,104,W,46.7,40.9,70.8,47,9,26,13,7,12,20,54,20
867,Clippers,104,110,L,50.7,52,68.2,52,6,18,7,4,26,10,30,22
868,Suns,107,99,W,45.6,32.1,80,62,11,30,6,7,16,19,50,22
869,Timberwolves,99,107,L,40.6,20,73.7,53,11,26,10,4,11,15,42,19
870,Nets,144,127,W,55.7,40,90.9,46,10,34,12,3,13,0,62,21
871,Hawks,127,144,L,55.3,48.3,76,40,8,38,9,5,14,7,66,22
872,Cavaliers,105,128,L,46.6,40,64.7,43,6,28,8,0,12,17,40,20
873,76ers,128,105,W,56,40.7,75,55,12,32,5,9,11,17,56,18
874,Pacers,110,99,W,46,35.3,78.3,54,11,28,9,4,13,6,48,18
875,Knicks,99,110,L,41.6,31.3,68.2,57,13,21,7,1,17,8,36,19
876,Wizards,128,110,W,50.9,41.9,70,57,15,30,14,5,17,21,66,13
877,Lakers,110,128,L,48.4,30.6,61.1,52,8,24,10,6,22,34,56,13
878,Mavericks,113,120,L,41.7,25.7,77.4,62,16,22,6,5,14,14,52,18
879,Kings,120,113,W,46.9,29,90.5,55,11,20,6,7,9,32,60,26
880,Pelicans,96,102,L,40.7,36.1,76.5,46,11,26,12,5,11,14,42,22
881,Heat,102,96,W,41.8,28.6,69.6,69,22,22,6,4,19,14,42,21
882,Nuggets,95,86,W,42.4,33.3,81.3,48,10,21,7,4,9,8,44,14
883,Raptors,86,95,L,39.8,20,64.3,62,13,13,5,4,12,9,46,16
884,Pistons,104,107,L,44.3,40,80,53,10,25,3,2,16,9,36,20
885,Bucks,107,104,W,50,36,66.7,48,5,33,8,10,11,17,64,19
886,Knicks,110,128,L,40.4,25.7,72.4,60,16,15,5,0,11,11,52,21
887,Suns,128,110,W,52.2,33.3,85.2,55,4,27,8,5,7,11,60,20
888,Rockets,102,97,W,37.2,32.4,83.9,51,9,16,13,7,17,16,36,24
889,Jazz,97,102,L,39,28.6,74.2,66,11,23,9,4,24,7,40,25
890,Timberwolves,132,105,W,50,37,86.7,68,11,37,10,7,11,14,66,24
891,Kings,105,132,L,42.2,36.8,65.2,44,6,20,5,4,15,17,36,27
892,Thunder,121,96,W,48.3,38.1,81.8,56,17,24,14,2,20,27,60,21
893,Bulls,96,121,L,44.7,36.4,75,47,13,20,10,7,25,9,56,31
894,Spurs,123,96,W,56.3,39.1,94.1,50,4,28,5,9,7,3,48,14
895,76ers,96,123,L,40.8,29.7,71.4,49,12,29,3,5,11,2,40,15
896,Warriors,110,93,W,43.5,38.7,88.9,49,6,23,10,5,10,22,32,19
897,Grizzlies,93,110,L,45.6,28,77.8,49,2,24,6,4,16,7,44,23
898,Clippers,127,131,L,50.6,37,84.6,47,8,27,5,1,12,7,50,23
899,Trail Blazers,131,127,W,54.7,50,87.1,43,6,26,5,4,11,10,58,32
900,Pacers,91,92,L,39.8,18.2,61.9,63,14,21,7,9,9,20,52,12
901,Cavaliers,92,91,W,41.8,19.4,76.9,57,12,19,7,5,12,11,54,16
902,Hawks,118,110,W,46.8,37.5,82.1,59,13,23,4,5,24,18,44,29
903,Wizards,110,118,L,43.4,32.5,69.4,48,9,26,14,1,15,28,38,32
904,Nets,115,110,W,48.4,41.2,68.4,49,4,27,5,4,12,4,52,18
905,Lakers,110,115,L,46.7,32.5,56.5,62,8,21,6,4,14,12,48,19
906,Nuggets,126,118,W,55.6,41.4,77.8,55,12,33,7,3,16,15,64,28
907,Mavericks,118,126,L,46.5,40.5,76.7,42,6,26,8,1,8,12,44,17
908,Hornets,110,99,W,51.1,40,66.7,56,13,24,4,5,13,15,60,14
909,Cavaliers,99,110,L,48.2,43.5,58.3,41,4,24,8,6,9,13,42,18
910,Magic,90,129,L,38.2,38.7,58.8,43,11,19,5,3,13,9,24,18
911,Spurs,129,90,W,64.9,63.2,81,50,4,29,5,4,11,26,40,15
912,76ers,131,109,W,53.4,50,88,54,9,31,6,4,10,18,52,22
913,Knicks,109,131,L,43,32.3,80.6,45,4,22,2,2,8,13,44,19
914,Celtics,103,111,L,44.7,38.5,85.7,40,9,26,13,15,16,25,34,17
915,Suns,111,103,W,42.7,40.7,81.8,68,21,23,8,6,17,12,44,19
916,Raptors,99,96,W,40.9,23.3,76.2,52,11,20,15,9,9,14,56,19
917,Pacers,96,99,L,47.5,45,68.8,55,9,19,6,7,23,10,44,21
918,Bulls,93,96,L,44,31.6,70,48,9,21,7,5,9,6,62,22
919,Nets,96,93,W,45.9,32,80,51,7,23,3,2,14,2,42,14
920,Rockets,136,118,W,55.3,47.3,76.2,48,8,30,8,2,17,11,42,21
921,Wizards,118,136,L,53.6,33.3,78.3,39,4,28,8,2,11,11,66,15
922,Bucks,123,115,W,50.6,39.4,80,53,9,26,11,3,14,18,54,18
923,Pelicans,115,123,L,46.7,45.2,66.7,49,7,28,6,7,15,12,38,22
924,Timberwolves,123,129,L,43.7,27.3,82.8,61,11,22,8,4,7,12,54,27
925,Pistons,129,123,W,48.9,41.7,60.7,61,8,26,3,2,13,9,42,25
926,Jazz,108,103,W,39.8,38.1,81.8,64,10,30,7,6,16,10,40,16
927,Warriors,103,108,L,40,32.3,94.4,54,10,18,10,9,12,23,40,21
928,Trail Blazers,99,92,W,46.7,42.3,90,52,12,16,9,4,21,9,36,23
929,Grizzlies,92,99,L,42.3,33.3,89.5,37,11,22,12,10,14,16,38,21
930,Kings,113,132,L,41.9,38.2,66.7,51,10,28,7,5,13,22,40,18
931,Thunder,132,113,W,50,40.6,63,75,18,27,8,6,18,19,60,24
932,Heat,101,99,W,38.7,23.1,58.8,79,20,22,6,4,9,7,52,18
933,Rockets,99,101,L,35.4,33.3,76.7,52,8,20,6,3,8,9,20,23
934,Clippers,125,121,W,56.6,30,80.6,45,11,26,5,5,12,12,62,25
935,Mavericks,121,125,L,46.7,35.7,75.8,54,16,24,8,0,12,15,54,30
936,Hornets,98,86,W,44,50,71.4,60,11,19,7,5,18,10,40,23
937,Pistons,86,98,L,39,23.5,63.6,48,12,21,8,5,16,4,46,22
938,Raptors,126,110,W,52.7,29,80.8,54,13,21,9,5,9,10,66,23
939,Cavaliers,110,126,L,47.6,37.5,76.7,44,11,20,5,5,11,16,48,23
940,Nets,106,114,L,45.8,51.6,70.6,51,11,28,5,3,22,4,32,23
941,Pacers,114,106,W,53.7,42.3,83.3,39,6,24,10,8,12,2,48,26
942,Knicks,107,114,L,48.8,29.6,70.8,41,4,20,8,3,13,11,52,22
943,Hawks,114,107,W,47.3,34.5,75,63,15,29,4,1,16,12,64,18
944,Celtics,107,120,L,38.5,29.4,75,46,9,22,13,3,5,21,42,16
945,Bucks,120,107,W,51.2,40,78.6,64,11,26,3,6,21,14,46,30
946,Bulls,90,80,W,44,29.4,73.1,56,9,23,5,6,10,8,40,21
947,Magic,80,90,L,32.6,24.2,66.7,59,13,20,4,5,9,7,24,22
948,Spurs,124,98,W,52.9,57.6,72.2,55,11,36,7,3,16,15,42,22
949,Timberwolves,98,124,L,39.8,28.6,83.9,46,9,19,11,5,12,11,46,19
950,Trail Blazers,90,120,L,40.2,31.3,55.6,51,13,17,8,6,14,4,34,16
951,Jazz,120,90,W,55.3,51.6,58.8,54,6,35,7,6,15,16,52,21
952,Kings,102,99,W,37.5,36.6,72.4,59,12,25,10,5,10,21,32,15
953,Grizzlies,99,102,L,46.3,50,90,48,8,24,7,8,18,13,34,25
954,Lakers,112,104,W,46.7,25,72,61,8,28,7,4,13,15,60,17
955,Pelicans,104,112,L,43.1,29.6,50,61,14,27,8,6,13,10,68,24
956,Clippers,132,111,W,57.6,50,94.1,60,13,28,7,5,18,18,80,23
957,Nuggets,111,132,L,42.3,29,80,41,13,21,10,5,9,10,50,16
958,Wizards,149,146,W,50.5,36.1,88.9,64,17,40,6,5,22,6,84,26
959,Suns,146,149,L,47.8,31.4,75.8,62,19,30,14,7,15,20,72,28
960,76ers,126,101,W,54.1,33.3,74.3,61,4,33,10,7,13,33,60,21
961,Raptors,101,126,L,38.9,25,89.5,47,8,17,5,2,15,28,44,24
962,Heat,94,87,W,38.2,31.3,69.6,64,11,22,9,3,12,7,48,18
963,Bucks,87,94,L,36.9,20.9,72.7,57,6,20,6,9,16,7,36,19
964,Rockets,108,101,W,38.9,35.2,71.4,63,19,22,4,3,9,3,32,18
965,Spurs,101,108,L,47.7,41.7,63.6,51,5,24,3,9,9,10,52,17
966,Warriors,120,116,W,45.9,34.9,93.8,56,15,34,7,7,13,27,38,23
967,Mavericks,116,120,L,45.7,35.9,64.3,58,11,28,9,3,14,11,50,14
968,Jazz,106,107,L,45.2,32.4,61.1,54,10,35,12,4,13,9,50,19
969,Thunder,107,106,W,47.2,36,63.6,59,8,19,11,5,17,16,48,21
970,Pistons,95,98,L,41,34.5,63,52,5,21,6,9,16,2,40,25
971,Hawks,98,95,W,39.6,26.1,80,67,15,24,9,9,16,10,52,25
972,Pacers,105,89,W,44.3,30,83.3,60,16,24,12,6,17,23,48,25
973,Wizards,89,105,L,36.8,25.7,92.3,46,6,21,8,1,22,15,32,18
974,Celtics,119,103,W,50,33.3,80,56,11,30,8,4,14,14,46,22
975,Hornets,103,119,L,43.2,25,73.1,49,9,24,9,5,11,16,54,17
976,Nets,111,103,W,47.1,37,63.6,60,14,25,7,4,17,6,56,15
977,Suns,103,111,L,48.3,17.6,87.5,45,10,24,10,5,13,9,60,27
978,Cavaliers,92,112,L,45.2,30.4,64.3,41,7,11,5,2,12,9,48,20
979,Bulls,112,92,W,55.1,50,88.2,47,7,26,7,3,15,6,42,19
980,Magic,91,115,L,41.4,35.7,71.9,49,12,15,4,5,19,8,20,19
981,Heat,115,91,W,50.6,51.6,68.4,49,9,27,11,3,12,6,44,26
982,Kings,122,117,W,42,45.2,72.7,59,12,26,9,4,9,24,50,21
983,Pelicans,117,122,L,46.8,23.1,82.1,63,12,26,6,9,13,17,66,29
984,Thunder,112,114,L,47.8,36,77.3,54,9,17,4,10,14,27,58,27
985,Timberwolves,114,112,W,49.4,51.9,66.7,49,6,25,9,5,17,9,42,23
